"titles";"years";"odometer";"vehicle_type";"engine";"gearbox";"prices"
"ToyotaMark-X**ReversingCamera**Electric...2005";"2005";88184;" Sedan";" 2500cc petrol engine";" automatic";8990
"ToyotaMark-XZio240GSPORTS2009";"2009";119004;" Station Wagon";" 2400cc petrol engine";" automatic";9990
"ToyotaRaum-from$34.53weekly-Napier...2006";"2006";98136;" Hatchback";" 1500cc petrol engine";" automatic";5979
"ToyotaCorolla-from$39.02weekly-Napi...2004";"2004";46879;" Hatchback";" 1500cc petrol engine";" automatic";6979
"ToyotaVitz1296PetrolFHATCH1A(SCP90-A...2006";"2006";74384;" Hatchback";" 1329cc petrol engine";" automatic";8995
"ToyotaAllex-from$36.78weekly-Penros...2004";"2004";70362;" Hatchback";" 1500cc petrol engine";" automatic";6479
"ToyotaHiluxSurf3.0DTMan$59PW1996";"1996";296000;" RV/SUV";" 3000cc diesel engine";" manual";8995
"ToyotaAvensis2.0XI2006";"2006";101132;" Station Wagon";" 2000cc petrol engine";" automatic";8990
"ToyotaGranviafrm$49.8P/W*1996";"1996";156000;" Van";" 3000cc diesel engine";" automatic";9500
"ToyotaVitzF2005";"2005";56313;" Hatchback";" 1300cc petrol engine";" automatic";6990
"ToyotaHiaceDXLong2010";"2010";115149;" Van";" 1990cc petrol engine";" automatic";19990
"ToyotaWishXEPackage2005";"2005";113000;" Station Wagon";" 1800cc petrol engine";" automatic";5650
"ToyotaCorolla1986";"1986";229345;" Hatchback";" petrol engine";" automatic";1650
"ToyotaRactis1500CCSPORTSMODELGREATCO...2005";"2005";81800;" Hatchback";" 1500cc petrol engine";" tiptronic";6700
"ToyotaVitzRsAutonicecolorbodykit2004";"2004";74200;" Hatchback";" 1300cc petrol engine";" automatic";5995
"ToyotaAvensis2007";"2007";45500;" Sedan";" 2360cc petrol engine";" automatic";9450
"ToyotaCorollaAuris1.8SpecS2010";"2010";47350;" Hatchback";" 1800cc petrol engine";" manual";15995
"ToyotaCorolla-from$39.02weekly-Nels...2004";"2004";37203;" Hatchback";" 1500cc petrol engine";" automatic";6979
"ToyotaHilux4x4DoubleCab2012";"2012";115548;" Ute";" 3000cc diesel engine";" manual";32990
"ToyotaCorolla1.8GXHATCHBACK2014";"2014";31079;" Hatchback";" 1798cc petrol engine";" automatic";20490
"ToyotaHiace-5CHILLERDIESEL2010";"2010";249182;" Van";" 3000cc diesel engine";" automatic";20990
"ToyotaHiace2.0Petrol2008";"2008";116824;" Van";" 2000cc";" automatic";17495
"ToyotaIst4Grade,Keyless,NewTyres2005";"2005";50000;" Hatchback";" 1300cc petrol engine";" automatic";6199
"ToyotaIpsum#Campervan1996";"1996";235000;" Station Wagon";" 2000cc petrol engine";" automatic";3250
"ToyotaRAV4LFULLSERVICEHISTORY2004";"2004";114151;" RV/SUV";" 1800cc";" automatic";10995
"ToyotaHarrier350GLPackage2007";"2007";113500;" RV/SUV";" 3500cc petrol engine";" automatic";15990
"ToyotaAuris150XSPackage2008";"2008";74430;" Hatchback";" 1500cc petrol engine";" automatic";11980
"ToyotaRAV45D4WDG2006";"2006";25312;" RV/SUV";" 2400cc petrol engine";" automatic";17999
"ToyotaWishZ2005";"2005";97329;" Van";" 2000cc petrol engine";" automatic";9995
"ToyotaCamry2.4G2004";"2004";28155;" Sedan";" 2400cc petrol engine";" automatic";9685
"ToyotaCamry2.5GLAuto2012";"2012";44842;" Sedan";" 2494cc petrol engine";" automatic";18990
"ToyotaEstimaAERAS2007";"2007";86820;" Van";" 2400cc";" automatic";15495
"ToyotaAvensis2006";"2006";69960;" Sedan";" 2360cc";" automatic";6250
"ToyotaHilux3.0TD2WD2006";"2006";157207;" Ute";" 2982cc diesel engine";" manual";19995
"ToyotaPriusHIGHGRADECAR2011";"2011";64000;" Sedan";" 1500cc hybrid engine";" automatic";12499
"ToyotaMarkX1YrN/WideWarranty2005";"2005";94700;" Sedan";" 2499cc petrol engine";" automatic";9270
"ToyotaHiluxSR54WD3.0TDDCUTE5A(KFDS...2014";"2014";78932;" Ute";" 2982cc diesel engine";" automatic";39990
"ToyotaBladeG2007";"2007";84033;" Hatchback";" 2400cc petrol engine";" automatic";10980
"ToyotaAuris180GSPackage2006";"2006";96411;" Hatchback";" 1800cc petrol engine";" automatic";9980
"ToyotaAuris180G2008";"2008";76391;" Hatchback";" 1800cc petrol engine";" automatic";11980
"ToyotaHiluxSurf3.0TDSSR-XLtd1994";"1994";169000;" RV/SUV";" 3000cc diesel engine";" automatic";12450
"ToyotaHighlander4WD3.5PSUV/55A(GUFB-...2011";"2011";57100;" RV/SUV";" 3456cc petrol engine";" automatic";34995
"ToyotaBB-from$25.55weekly-PenroseB...2004";"2004";138642;" Hatchback";" 1290cc petrol engine";" automatic";3979
"ToyotaAuris180G2007";"2007";98501;" Hatchback";" 1800cc petrol engine";" automatic";9980
"ToyotaAuris180G2007";"2007";73000;" Hatchback";" 1800cc petrol engine";" automatic";10980
"ToyotaHiace3.0TDSuperCustom8seats1996";"1996";167500;" Van";" 3000cc diesel engine";" automatic";11450
"ToyotaHiaceGLPETROL2013";"2013";124000;" Van";" 2000cc petrol engine";" automatic";23990
"ToyotaWish**2000cc**2004";"2004";85000;" Station Wagon";" 2000cc petrol engine";" automatic";6550
"ToyotaAvensisLowKs2005";"2005";23145;" Station Wagon";" 2000cc";" automatic";11995
"ToyotaHiluxSurf2.7SSR-XWideBody1995";"1995";127500;" RV/SUV";" 2700cc petrol engine";" automatic";12450
"ToyotaPriusSNewshapeKeylessSpecial2009";"2009";113000;" Hatchback";" 1800cc petrol engine";" automatic";11995
"ToyotaAurionAT-XFWD3.5PSedan/46A(GV...2008";"2008";211206;" Sedan";" 3456cc petrol engine";" automatic";9995
"ToyotaEstimaE-fourHybrid2005";"2005";111118;" Station Wagon";" 2362cc petrol engine";" automatic";11500
"ToyotaAquaS1500Hybrid2012";"2012";58250;" Hatchback";" 1500cc petrol engine";" automatic";15995
"ToyotaYarisYR1.3AUTOMATIC2012";"2012";79000;" Hatchback";" 1300cc petrol engine";" automatic";11990
"ToyotaWishSpaciousVan/Wagon2004";"2004";104300;" Van";" 1800cc petrol engine";" automatic";5490
"ToyotaHiluxExtraCab2wd2011";"2011";109621;" Ute";" 3000cc diesel engine";" manual";23490
"ToyotaVitzRS1500CCMANUAL2007";"2007";86454;" Hatchback";" 1500cc petrol engine";" manual";10995
"ToyotaBladeG2009";"2009";48358;" Hatchback";" 2400cc petrol engine";" automatic";13999
"ToyotaCaldinaZ2005";"2005";81000;" Station Wagon";" 2000cc petrol engine";" automatic";8500
"ToyotaVitz-from$34.53weekly-Nelson...2005";"2005";58692;" Hatchback";" 1300cc petrol engine";" automatic";5979
"ToyotaTownace2008";"2008";113000;" Van";" 1500cc petrol engine";" automatic";8990
"ToyotaAllex-from$36.78weekly-Nelson...2004";"2004";42143;" Hatchback";" 1500cc petrol engine";" automatic";6479
"ToyotaCelica2001";"2001";115160;" Hatchback";" 1794cc petrol engine";" automatic";6000
"ToyotaVitzRS2005";"2005";90460;" Hatchback";" 1500cc petrol engine";" manual";5490
"ToyotaWish1800wagon,Alloy2005";"2005";129000;" Station Wagon";" 1800cc petrol engine";" automatic";6050
"ToyotaCorolla1.8GXHATCHBACK2014";"2014";45877;" Hatchback";" 1798cc petrol engine";" automatic";19990
"ToyotaCorollaHUGEWEEKENDSALE1.8GLXH...2015";"2015";31418;" Hatchback";" 1798cc petrol engine";" automatic";24299
"ToyotaCorolla1.8GXHATCHBACK2015";"2015";33087;" Hatchback";" 1798cc petrol engine";" automatic";21490
"ToyotaEstimaLOWKMsFULLLEATHER2007";"2007";76000;" Van";" 3500cc petrol engine";" tiptronic";18995
"ToyotaMark-XParkingsensor1OWNERCamera2009";"2009";82000;" Sedan";" 2500cc petrol engine";" tiptronic";11500
"ToyotaHighlanderGXLAWD3.5LV6SUV2016";"2016";13019;" RV/SUV";" 3456cc petrol engine";" automatic";54990
"ToyotaCamry2.5GLHybrid2016";"2016";NA;" 2494cc";" automatic";NA;34990
"ToyotaHilux2.8SR5DoubleCab2016";"2016";4500;" RV/SUV";" 2755cc diesel engine";" automatic";56490
"ToyotaCorolla1.8GLXSedan2016";"2016";3687;" Sedan";" 1798cc petrol engine";" automatic";29800
"ToyotaCamry2.5GL2014";"2014";66959;" Sedan";" 2494cc petrol engine";" tiptronic";18990
"ToyotaCorolla1.8GLXHATCHBACK2015";"2015";26863;" Hatchback";" 1798cc petrol engine";" automatic";24490
"ToyotaAlphardHYBRIDEXECUTIVELOUNGE2015";"2015";78241;" Van";" 2500cc petrol engine";" automatic";89145
"ToyotaHiace5DoorsLOWKM69VANInStock!!2009";"2009";13072;" Van";" 2000cc petrol engine";" automatic";22850
"ToyotaHiace5DoorsLOWKM69VANInStock!!2009";"2009";10223;" Van";" 2000cc petrol engine";" automatic";22995
"ToyotaHiaceFACELIFT5DOORSLOWKM,LONGDX2012";"2012";72583;" Van";" 2000cc petrol engine";" automatic";23995
"ToyotaHiace11SeaterMiniBus2007";"2007";179509;" Van";" 2500cc diesel engine";" automatic";21990
"ToyotaCorolla1.8GXHATCHBACK2014";"2014";32908;" Hatchback";" 1798cc petrol engine";" automatic";19490
"ToyotaHiace5Doors14,000KM,69VANIn...2009";"2009";14735;" Van";" 2000cc petrol engine";" automatic";22850
"ToyotaCorolla1.8GXHATCHBACK2015";"2015";29441;" Hatchback";" 1798cc petrol engine";" automatic";22490
"ToyotaCorolla1.8GLXHATCHBACK2015";"2015";30668;" Hatchback";" 1798cc petrol engine";" automatic";24490
"ToyotaVitz2006";"2006";76900;" Hatchback";" 1300cc";" automatic";6100
"ToyotaFJCruiserCOLORPACKAGE2011";"2011";53696;" RV/SUV";" 4000cc petrol engine";" automatic";47863
"ToyotaAlphardVAS2005";"2005";132000;" Van";" 2400cc petrol engine";" automatic";9990
"ToyotaHiluxEXTRACABDIESEL(NZNEW)2011";"2011";111266;" Ute";" 3000cc diesel engine";" manual";22950
"ToyotaAlphard2006";"2006";60454;" Station Wagon";" 2362cc petrol engine";" automatic";23995
"ToyotaCaldinaTurboWagon$39PW2002";"2002";264159;" Station Wagon";" 2000cc petrol engine";" automatic";4995
"ToyotaHiluxSurfSSR-XWide-NoDeposit...1996";"1996";154957;" RV/SUV";" 3000cc diesel engine";" automatic";15990
"ToyotaRactis-from$30.04weekly-Welli...2005";"2005";115386;" Hatchback";" 1300cc petrol engine";" automatic";4979
"ToyotaLandCruiserVX-Ltd1993";"1993";61947;" RV/SUV";" 4500cc petrol engine";" automatic";22980
"ToyotaCorollaAuris1800GSPackage2011";"2011";80047;" Hatchback";" 1800cc petrol engine";" automatic";14999
"ToyotaHarrier300GALCANTARA2WD2004";"2004";124997;" RV/SUV";" 3000cc petrol engine";" automatic";10990
"ToyotaAvensis2.0L,Wagon,includes2key...2012";"2012";93528;" Station Wagon";" 1986cc petrol engine";" automatic";16990
"ToyotaIst1.3F2004";"2004";54820;" Hatchback";" 1300cc petrol engine";" automatic";5450
"ToyotaKluger-from$48.01weekly-Botan...2004";"2004";122913;" RV/SUV";" 2400cc petrol engine";" automatic";8979
"ToyotaHiaceDX/Diesel2008";"2008";183000;" Van";" 3000cc diesel engine";" automatic";18490
"ToyotaHiaceDX/Diesel2011";"2011";237000;" Van";" 3000cc diesel engine";" automatic";19990
"ToyotaBlade2008";"2008";86000;" Hatchback";" 2400cc petrol engine";" automatic";9990
"ToyotaPriusHybridReverseCamera2007";"2007";75433;" Hatchback";" 1500cc petrol engine";" tiptronic";9985
"ToyotaCorollaAuris2006";"2006";82556;" Hatchback";" 1500cc petrol engine";" automatic";8985
"ToyotaRunxCOROLLALOW43KMSPECIAL2005";"2005";43500;" Hatchback";" 1500cc petrol engine";" automatic";8840
"ToyotaVitzYaris2007";"2007";25152;" Hatchback";" 1300cc petrol engine";" tiptronic";7985
"ToyotaAllionNewShape2007";"2007";55100;" Sedan";" 1800cc petrol engine";" tiptronic";10985
"ToyotaPriusHybrid2011";"2011";74481;" Hatchback";" 1500cc hybrid engine";" tiptronic";11985
"ToyotaAvensisMultiAirBags2007";"2007";61637;" Station Wagon";" 2400cc petrol engine";" tiptronic";10985
"ToyotaAvensisMultiAirBags2006";"2006";41392;" Station Wagon";" 2400cc petrol engine";" tiptronic";10985
"ToyotaIsisFacelift2008";"2008";97502;" Van";" 2000cc petrol engine";" automatic";7985
"ToyotaIpsum7Seater2005";"2005";98298;" Van";" 2400cc petrol engine";" automatic";6985
"ToyotaVellfire350ZExecutiveLoungeNo...2015";"2015";4122;" Van";" 3450cc petrol engine";" automatic";83990
"ToyotaPrius**NewShape**AlloysWheel**Pu...2009";"2009";95336;" Hatchback";" 1790cc petrol engine";" automatic";11999
"ToyotaLandCruiserVX4.5D6A4WD5DrWagon2008";"2008";269420;" Station Wagon";" 4461cc diesel engine";" automatic";49990
"ToyotaCorollaRunx2004";"2004";81600;" Hatchback";" 1490cc petrol engine";" automatic";6700
"ToyotaHiluxSR5*Financemeat9.95%2010";"2010";269689;" Ute";" 2982cc diesel engine";" automatic";28990
"ToyotaAurisCorolla180GSTUMI2007";"2007";69800;" Hatchback";" 1800cc petrol engine";" automatic";11995
"ToyotaRactis-from$30.04weekly-Penro...2005";"2005";96400;" Hatchback";" 1300cc petrol engine";" automatic";4979
"ToyotaMark-X205G2007";"2007";79268;" Sedan";" 2500cc petrol engine";" tiptronic";10985
"ToyotaIst1500cc2007";"2007";42932;" Hatchback";" 1500cc petrol engine";" automatic";10985
"ToyotaPrevia2.4PGRANDE4A(ARSG-MC2)2004";"2004";134000;" Station Wagon";" 2362cc petrol engine";" automatic";10995
"ToyotaAvensis2005";"2005";89900;" Sedan";" 1998cc petrol engine";" automatic";8999
"ToyotaMark-XZiOLOWKMS7SeaterWagon2011";"2011";72450;" Station Wagon";" 2500cc petrol engine";" tiptronic";17995
"ToyotaCorolla1.8GXHATCHBACK2015";"2015";25642;" Hatchback";" 1798cc petrol engine";" automatic";21490
"ToyotaBladeG2007";"2007";117634;" Hatchback";" 2400cc petrol engine";" automatic";8990
"ToyotaEstima3.5AERAS7SEATS2006";"2006";152155;" Van";" 3500cc petrol engine";" automatic";9990
"ToyotaRactisXHIDSelection22007";"2007";77639;" Hatchback";" 1300cc petrol engine";" automatic";6450
"ToyotaWishXAerosportsPackage2006";"2006";74756;" Station Wagon";" 1800cc petrol engine";" automatic";7950
"ToyotaHiluxSurfSSR-XLTD/CambeltDone1996";"1996";171000;" RV/SUV";" 3000cc diesel engine";" automatic";13500
"ToyotaAlphardG2004";"2004";149435;" Van";" 2362cc petrol engine";" automatic";8800
"ToyotaHiace5DoorsHighRoof69InStock!!2009";"2009";7587;" Van";" 2000cc petrol engine";" automatic";22995
"ToyotaHighlander3.5GXL4WD2014";"2014";44590;" RV/SUV";" 3456cc petrol engine";" automatic";49990
"ToyotaHilux3.0TD4WD2013";"2013";55250;" Ute";" 2982cc diesel engine";" automatic";38990
"ToyotaBlade2007";"2007";102000;" Hatchback";" 2400cc petrol engine";" automatic";7950
"ToyotaHilux4Wd3.0TdDcUte5M9.95%p.a...2014";"2014";25995;" RV/SUV";" 2982cc diesel engine";" manual";40995
"ToyotaCorollaGx1.8PHatch6M9.95%p.a*...2015";"2015";43702;" Hatchback";" 1798cc petrol engine";" manual";18995
"ToyotaCorollaGLX1.8PHatch9.95%p.a*F...2015";"2015";59281;" Hatchback";" 1798cc petrol engine";" automatic";22995
"ToyotaCorollaGx1.8PHatch6M9.95%p.a*...2015";"2015";44532;" Hatchback";" 1798cc petrol engine";" manual";18995
"ToyotaHiace**10SEATER**2009";"2009";90000;" Van";" 2700cc petrol engine";" automatic";29980
"ToyotaCorollaAuris2007";"2007";86543;" Hatchback";" 1500cc petrol engine";" tiptronic";8985
"ToyotaHilux4WD##BLACKBEAST##TURBO2011";"2011";126512;" Ute";" 2982cc diesel engine";" automatic";37990
"ToyotaHiace5DOORsChaindriven46,000KMs2010";"2010";46000;" Van";" 2000cc petrol engine";" automatic";24995
"ToyotaHiace5DoorsHighRoof69InStock!!2009";"2009";33445;" Van";" 2000cc petrol engine";" automatic";21850
"ToyotaHiace5DoorsHighRoof69InStock!!2009";"2009";21062;" Van";" 2000cc petrol engine";" automatic";21995
"ToyotaHiace5DoorsHighRoof69InStock!!2009";"2009";12272;" Van";" 2000cc petrol engine";" automatic";22850
"ToyotaHiace5DoorsHighRoof69InStock!!2009";"2009";9356;" Van";" 2000cc petrol engine";" automatic";22995
"ToyotaMark-XZiOLOWKMS7SeaterWagon2007";"2007";74489;" Station Wagon";" 2400cc petrol engine";" automatic";11995
"ToyotaHiace5DoorsHighRoof69InStock!!2009";"2009";14389;" Van";" 2000cc petrol engine";" automatic";22500
"ToyotaEstimaAERASSPACKAGE2007";"2007";105512;" Van";" 3450cc petrol engine";" automatic";13990
"ToyotaHighlanderGXAWD**FreeTowBar**2015";"2015";34218;" RV/SUV";" 3456cc petrol engine";" automatic";43990
"ToyotaHighlanderGXLAWD3.5PV6SUV/76A...2015";"2015";28079;" RV/SUV";" 3456cc petrol engine";" automatic";52995
"ToyotaVitz2005";"2005";96650;" Hatchback";" 1290cc petrol engine";" automatic";5479
"ToyotaHighlander3.5P2WDWagon55A2010";"2010";180543;" RV/SUV";" 3456cc petrol engine";" automatic";23995
"ToyotaCamry2.4HYBRIDCVT2011";"2011";47434;" Sedan";" 2362cc petrol engine";" automatic";19995
"ToyotaCorollaFielder9.95%p.a*Finance...2007";"2007";106300;" Station Wagon";" 1496cc petrol engine";" automatic";10995
"ToyotaHiace5DoorsHighRoof69InStock!!2009";"2009";8997;" Van";" 2000cc petrol engine";" automatic";22995
"ToyotaHiace5DoorsHighRoof69InStock!!2009";"2009";24604;" Van";" 2000cc petrol engine";" automatic";21850
"ToyotaHiace5DoorsHighRoof69InStock!!2009";"2009";9974;" Van";" 2000cc petrol engine";" automatic";22850
"ToyotaHiace5DoorsHighRoof69InStock!!2009";"2009";20612;" Van";" 2000cc petrol engine";" automatic";21850
"ToyotaHiace5DoorsHighRoof69InStock!!2009";"2009";11891;" Van";" 2000cc petrol engine";" automatic";22850
"ToyotaMark-X300GV658000KMSSEDAN2006";"2006";58780;" Sedan";" 3000cc petrol engine";" tiptronic";10995
"ToyotaHiluxSurfSSR-G/TimingBeltDone1996";"1996";113000;" RV/SUV";" 3000cc diesel engine";" automatic";15990
"ToyotaAlphardAXAlcantara2004";"2004";124000;" Van";" 2400cc petrol engine";" automatic";9990
"ToyotaIst2004";"2004";46794;" Hatchback";" 1300cc petrol engine";" automatic";6995
"ToyotaIst-from$30.04weekly-NapierB...2004";"2004";93132;" Hatchback";" 1300cc petrol engine";" automatic";4979
"ToyotaHilux4WDSR52.8DoubleCabUte2016";"2016";7589;" Ute";" 2755cc diesel engine";" automatic";51990
"ToyotaPriusReverseCameraBluetooth2Se...2010";"2010";79131;" Hatchback";" 1490cc petrol engine";" automatic";12990
"ToyotaLandCruiserPrado4.0PV64WDVXW...2006";"2006";101550;" Station Wagon";" 3956cc petrol engine";" automatic";29990
"ToyotaAuris150X35000KMSFaceliftModel2010";"2010";35233;" Hatchback";" 1500cc petrol engine";" automatic";12500
"ToyotaHiace3.0LDieselTurbo9SeaterLONG2012";"2012";88000;" Van";" 3000cc diesel engine";" automatic";28995
"ToyotaVitzUModel,Alloys,8Airbags2005";"2005";59000;" Hatchback";" 1300cc petrol engine";" automatic";6599
"ToyotaAurisOneYearFreeWarrantyLOWKms2007";"2007";70000;" Hatchback";" 1500cc petrol engine";" automatic";9195
"ToyotaHiluxDoubleCab2wd2013";"2013";127608;" Ute";" 3000cc diesel engine";" manual";25490
"ToyotaHiaceHighRoofElevator2005";"2005";122000;" Van";" 2000cc petrol engine";" automatic";14990
"ToyotaHiluxSR5TDDC4WD**WithWarranty**2014";"2014";47000;" Ute";" 2982cc diesel engine";" manual";42995
"ToyotaAlphard2.5X2015";"2015";18000;" Van";" 2500cc petrol engine";" automatic";59990
"ToyotaAllionA18SPACKAGE2007";"2007";63183;" Sedan";" 1800cc petrol engine";" automatic";9640
"ToyotaRushLowKmNoDepositFinance2008";"2008";62000;" RV/SUV";" 1490cc petrol engine";" automatic";12990
"ToyotaAlphardNoDepositFinance2005";"2005";102600;" Van";" 2362cc petrol engine";" automatic";10890
"ToyotaEstimaAeras3.5LV6NoDepositFin...2006";"2006";116700;" Van";" 3450cc petrol engine";" automatic";12990
"ToyotaAlphardPremiumNoDepositFinance2012";"2012";16000;" Van";" 2400cc petrol engine";" automatic";41990
"ToyotaHighlanderGXLAWD3.5LV6SUV2015";"2015";19427;" RV/SUV";" 3456cc petrol engine";" automatic";51990
"ToyotaWishJustArrivedOneYearFreeWar...2004";"2004";79000;" Van";" 1800cc";" automatic";6995
"ToyotaAlphard350SGFEXECUTIVEPILOTSEATS2016";"2016";NA;" 3500cc petrol engine";" tiptronic";NA;93800
"ToyotaYarisLowMilage.NZNew.2011";"2011";31500;" Hatchback";" 1298cc petrol engine";" manual";10250
"ToyotaHighlander4WD3.5LV6NZNEW2012";"2012";59298;" RV/SUV";" 3456cc petrol engine";" automatic";33995
"ToyotaVitz**DarkInterior**2007";"2007";74189;" Hatchback";" 1300cc petrol engine";" automatic";6500
"ToyotaHiaceGrandCabinG-NoDepositFi...1993";"1993";110461;" Van";" 3000cc diesel engine";" automatic";16990
"ToyotaAuris**1.8L**PushStart**DarkInte...2007";"2007";77631;" Hatchback";" 1790cc petrol engine";" automatic";9500
"ToyotaVitzRS2005";"2005";97000;" Hatchback";" 1500cc petrol engine";" automatic";7300
"ToyotaHighlanderLIMITEDAWD3.5LV6SUV2015";"2015";9400;" RV/SUV";" 3456cc petrol engine";" automatic";64990
"ToyotaRactis-from$34.53weekly-Chris...2006";"2006";97549;" Hatchback";" 1300cc petrol engine";" automatic";5979
"ToyotaHilux1997";"1997";288000;" RV/SUV";" 2982cc diesel engine";" automatic";12995
"ToyotaMark-X2006";"2006";78000;" Sedan";" 2500cc petrol engine";" automatic";8980
"ToyotaCorolla1.8SRumionHID,NEWTYRES...2007";"2007";88383;" Hatchback";" 1790cc petrol engine";" automatic";9990
"ToyotaEstima3.5LV6LOWKMSAERAS2007";"2007";77318;" Van";" 3500cc petrol engine";" automatic";16500
"ToyotaCamry2.5GL2013";"2013";69514;" Sedan";" 2494cc petrol engine";" automatic";17990
"ToyotaYaris1.3GXHATCHBACK2015";"2015";17957;" Hatchback";" 1299cc petrol engine";" automatic";15990
"ToyotaCorolla1.8GXSedanAuto2015";"2015";37200;" Sedan";" 1798cc petrol engine";" automatic";21990
"ToyotaRAV42.5GXLAWD2013";"2013";72800;" RV/SUV";" 2494cc petrol engine";" automatic";28990
"ToyotaWish2.0L2005";"2005";145085;" RV/SUV";" 1998cc petrol engine";" automatic";8990
"ToyotaRushXLOWLOWKMS2007";"2007";76664;" RV/SUV";" 1500cc petrol engine";" automatic";13999
"ToyotaMark-XVertiga300GBestlooking2005";"2005";57000;" Sedan";" 3000cc petrol engine";" automatic";11995
"ToyotaHiace3.0TurboDiesel-NoDeposit...1994";"1994";40915;" Van";" 3000cc diesel engine";" automatic";12990
